CountryName,CountryCode,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Georgia,GEO,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9000015258789,100.0,100.0,0.0
Germany,DEU,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Gibraltar,GIB,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Greece,GRC,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Greenland,GRL,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Guam,GUM,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
"Hong Kong SAR, China",HKG,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Hungary,HUN,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Iceland,ISL,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Indonesia,IDN,94.1500015258789,94.8300018310547,96.0,96.4642562866211,97.0100021362305,97.5373687744141,97.620002746582,98.1399993896484,98.5100021362305,98.8499984741211,96.9499969482422,0.0
Ireland,IRL,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Isle of Man,IMN,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Italy,ITA,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Japan,JPN,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Kazakhstan,KAZ,100.0,99.7974700927734,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Kiribati,KIR,63.1677360534668,74.8437347412109,76.6912612915039,78.9310607910156,83.4539489746094,90.5581817626953,92.7996139526367,86.1764450073242,88.1031646728516,90.0328521728516,91.9630279541016,0.0
"Korea, Dem. People's Rep.",PRK,29.2511825561523,31.4920024871826,33.7508888244629,36.0296058654785,38.3261299133301,40.6374969482422,42.9607353210449,45.2928771972656,47.6309547424316,49.9720001220703,52.3135452270508,0.0
"Korea, Rep.",KOR,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Kosovo,XKX,99.0,0.0,99.75,99.75,99.6800003051758,99.8600006103516,99.8000030517578,99.8000030517578,0.0,100.0,0.0,0.0
Kyrgyz Republic,KGZ,99.0,98.3199996948242,99.8000030517578,98.9300003051758,99.8000030517578,98.6900024414063,99.7099990844727,100.0,100.0,99.8742370605469,99.9810485839844,0.0
Lao PDR,LAO,70.1499404907227,70.0,76.3666305541992,79.5762557983398,83.1340408325195,89.6999969482422,90.5495300292969,93.5999984741211,97.7971572875977,99.0920867919922,100.0,0.0
Latvia,LVA,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Liechtenstein,LIE,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Lithuania,LTU,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Luxembourg,LUX,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
"Macao SAR, China",MAC,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Malaysia,MYS,99.3740539550781,99.4654693603516,99.8000030517578,99.6044464111328,99.6509399414063,99.7788162231445,99.9000015258789,99.9524841308594,99.9922409057617,100.0,100.0,0.0
Marshall Islands,MHL,89.23388671875,89.9196090698242,90.5608062744141,91.1968536376953,91.8208770751953,92.5262756347656,93.3688278198242,94.2973480224609,95.9162902832031,97.538200378418,99.1606063842773,0.0
"Micronesia, Fed. Sts.",FSM,64.5315170288086,66.5939865112305,68.4323654174805,70.2488174438477,72.0532455444336,73.9390563964844,75.9620132446289,77.9439086914063,79.7029113769531,81.2767333984375,82.9259185791016,0.0
Moldova,MDA,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9800033569336,99.9899978637695,100.0,100.0,0.0
Monaco,MCO,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Mongolia,MNG,78.502082824707,72.0570755004883,84.4836120605469,81.1999969482422,87.0788269042969,88.4001770019531,89.8384094238281,92.512565612793,98.0999984741211,97.2299118041992,98.0999984741211,0.0
Montenegro,MNE,100.0,99.0,100.0,99.6999969482422,97.6999969482422,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Myanmar,MMR,48.7999992370605,54.0064277648926,55.1679344177246,56.3492736816406,52.0,60.5,55.5999984741211,69.8148345947266,66.2272796630859,68.358528137207,70.3971939086914,0.0
Nauru,NRU,99.1706314086914,99.0,99.2164459228516,99.2682113647461,99.3377914428711,99.0,99.7128829956055,99.8700408935547,99.92822265625,100.0,100.0,0.0
Netherlands,NLD,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
New Caledonia,NCL,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
New Zealand,NZL,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
North Macedonia,MKD,100.0,99.7261657714844,100.0,100.0,100.0,100.0,100.0,100.0,99.8000030517578,100.0,100.0,0.0
Northern Mariana Islands,MNP,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Norway,NOR,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Palau,PLW,98.7126159667969,98.807502746582,97.6304244995117,99.0532302856445,99.810302734375,99.3692398071289,100.0,100.0,100.0,100.0,100.0,0.0
Papua New Guinea,PNG,19.5,32.9173202514648,35.2758865356445,37.6542854309082,40.0504913330078,42.8782196044922,49.4000015258789,54.4000015258789,55.7273864746094,59.6629753112793,60.4000015258789,0.0
Philippines,PHL,85.3976440429688,87.1999969482422,87.0800018310547,87.5,89.7203674316406,89.0800018310547,92.0665054321289,93.0,94.4482650756836,95.6450805664063,96.8423843383789,0.0
Poland,POL,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Portugal,PRT,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Romania,ROU,100.0,100.0,100.0,100.0,100.0,100.0,99.0999984741211,100.0,100.0,100.0,100.0,0.0
Russian Federation,RUS,100.0,100.0,100.0,100.0,100.0,95.5,100.0,100.0,100.0,100.0,100.0,0.0
Samoa,WSM,96.3610534667969,96.668571472168,96.8269348144531,97.4165344238281,97.9000015258789,99.0670852661133,99.623291015625,96.8000030517578,99.9944763183594,99.1999969482422,100.0,0.0
San Marino,SMR,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Serbia,SRB,99.7183990478516,100.0,100.0,99.9199981689453,99.6607971191406,99.9000015258789,100.0,100.0,100.0,99.8000030517578,100.0,0.0
Singapore,SGP,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Slovak Republic,SVK,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Slovenia,SVN,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Solomon Islands,SLB,34.7748069763184,38.6799926757813,42.5742111206055,44.7000007629395,50.3067588806152,55.0999984741211,58.3271942138672,62.9000015258789,66.1797637939453,69.8094177246094,73.3464813232422,0.0
Spain,ESP,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Sweden,SWE,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Switzerland,CHE,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Tajikistan,TJK,98.671501159668,98.7168579101563,99.0999984741211,98.8635482788086,98.9646224975586,98.0,99.2083129882813,99.3000030517578,99.3000030517578,99.6332092285156,99.779296875,0.0
Thailand,THA,99.6999969482422,99.3518371582031,99.1086273193359,99.4405746459961,99.4619445800781,99.5999984741211,99.8499603271484,99.9000015258789,99.8199996948242,99.9000015258789,100.0,0.0
Timor-Leste,TLS,38.0,52.6573677062988,55.8999557495117,59.1623764038086,62.4426078796387,67.2815322875977,76.5,79.7789611816406,85.3814010620117,90.7986526489258,96.1233139038086,0.0
Tonga,TON,92.6767196655273,92.1754531860352,92.8000030517578,94.9836654663086,95.7897033691406,100.0,97.0199966430664,98.361572265625,99.132568359375,98.4000015258789,100.0,0.0
Turkiye,TUR,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Turkmenistan,TKM,100.0,99.8774108886719,99.8958358764648,99.9120941162109,99.9351043701172,100.0,99.9898986816406,99.9962463378906,100.0,99.9000015258789,100.0,0.0
Tuvalu,TUV,96.6302719116211,96.8707504272461,97.6717758178711,97.4076766967773,97.703857421875,98.0148849487305,97.3000030517578,98.8538360595703,99.0653839111328,99.6999969482422,99.6892318725586,0.0
Ukraine,UKR,100.0,100.0,99.8674926757813,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
United Kingdom,GBR,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Uzbekistan,UZB,99.9128875732422,99.9614410400391,99.9898223876953,99.9988708496094,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Vanuatu,VUT,44.0999984741211,41.9353294372559,43.7895278930664,31.7000007629395,49.057445526123,52.2051010131836,57.8199996948242,62.7999992370605,61.7545127868652,64.5901870727539,67.3332672119141,0.0
Vietnam,VNM,97.4300003051758,99.0,97.8899993896484,98.5549621582031,99.1999969482422,99.8213043212891,99.1999969482422,100.0,100.0,99.4000015258789,100.0,0.0
