CountryName,CountryCode,Year,GDP,HBD,ATE
Northern Mariana Islands,MNP,2013,772000000.0,3.049894736842105,100.0
Norway,NOR,2013,522761531914.894,3.86,100.0
Palau,PLW,2013,221117200.0,3.049894736842105,99.0532302856445
Papua New Guinea,PNG,2013,21261432791.2675,3.049894736842105,37.6542854309082
Philippines,PHL,2013,283902728260.716,0.99,87.5
Poland,POL,2013,521016262734.924,6.61,100.0
Portugal,PRT,2013,226433858005.714,3.39,100.0
Romania,ROU,2013,190801346194.297,6.67,100.0
Russian Federation,RUS,2013,2292473246621.08,9.07,100.0
Samoa,WSM,2013,770059564.970021,3.049894736842105,97.4165344238281
San Marino,SMR,2013,1678841811.66158,3.049894736842105,100.0
Serbia,SRB,2013,48394239474.6762,5.5,99.9199981689453
Singapore,SGP,2013,307576360584.992,2.19,100.0
Slovak Republic,SVK,2013,98569320342.5842,5.8,100.0
Slovenia,SVN,2013,48415657264.8758,4.55,100.0
Solomon Islands,SLB,2013,1284763287.27352,3.049894736842105,44.7000007629395
Spain,ESP,2013,1355142585077.65,2.96,100.0
Sweden,SWE,2013,586841821796.891,2.59,100.0
Switzerland,CHE,2013,712748124222.61,4.85,100.0
Tajikistan,TJK,2013,8448469837.53831,4.76,98.8635482788086
Thailand,THA,2013,420333203150.426,3.049894736842105,99.4405746459961
Timor-Leste,TLS,2013,1395519600.0,3.049894736842105,59.1623764038086
Tonga,TON,2013,450643615.180528,3.049894736842105,94.9836654663086
Turkiye,TUR,2013,957783020853.031,2.65,100.0
Turkmenistan,TKM,2013,39197543859.6491,3.93,99.9120941162109
Tuvalu,TUV,2013,38617493.7246573,3.049894736842105,97.4076766967773
Ukraine,UKR,2013,190498811460.028,8.8,100.0
United Kingdom,GBR,2013,2803291406029.93,2.76,100.0
Uzbekistan,UZB,2013,73180036692.3255,3.99,99.9988708496094
Vanuatu,VUT,2013,758304466.245339,3.049894736842105,31.7000007629395
Vietnam,VNM,2013,213710932339.105,3.18,98.5549621582031
Albania,ALB,2014,13228147516.1168,2.935894736842105,99.9499969482422
American Samoa,ASM,2014,643000000.0,2.935894736842105,94.0062779476768
Andorra,AND,2014,3271685596.66321,2.935894736842105,100.0
Armenia,ARM,2014,11609512939.7542,4.16,99.7099990844727
Australia,AUS,2014,1467504819608.92,3.79,100.0
Austria,AUT,2014,442584815286.034,7.58,100.0
Azerbaijan,AZE,2014,75244294275.1498,4.82,100.0
Belarus,BLR,2014,78813839984.3506,10.83,100.0
Belgium,BEL,2014,535390200131.018,5.85,100.0
Bosnia and Herzegovina,BIH,2014,18560861397.5577,3.49,100.0
Brunei Darussalam,BRN,2014,17098342541.4365,2.43,100.0
Bulgaria,BGR,2014,57082011260.3446,7.13,100.0
Cambodia,KHM,2014,16702610842.4025,2.935894736842105,56.0999984741211
Channel Islands,CHI,2014,477131996998.1093,2.935894736842105,100.0
China,CHN,2014,10475682920597.7,3.55,100.0
Croatia,HRV,2014,58330289756.6914,5.91,100.0
Cyprus,CYP,2014,23156850006.6427,3.42,100.0
Czechia,CZE,2014,209358834156.329,6.68,100.0
Denmark,DNK,2014,352993631617.708,2.69,100.0
Estonia,EST,2014,26634083965.0987,5.01,100.0
Faroe Islands,FRO,2014,2901131403.11804,2.935894736842105,100.0
Fiji,FJI,2014,4856963229.83999,1.85,93.7866058349609
Finland,FIN,2014,274862826772.156,4.53,100.0
France,FRA,2014,2855964488590.19,6.2,100.0
French Polynesia,PYF,2014,477131996998.1093,2.935894736842105,100.0
Georgia,GEO,2014,17627003454.7205,2.89,100.0
Germany,DEU,2014,3889093051023.52,8.23,100.0
Gibraltar,GIB,2014,477131996998.1093,2.935894736842105,100.0
Greece,GRC,2014,235458133124.608,4.24,100.0
Greenland,GRL,2014,2842048997.77283,2.935894736842105,100.0
Guam,GUM,2014,5610000000.0,2.935894736842105,100.0
"Hong Kong SAR, China",HKG,2014,291459356985.337,2.935894736842105,100.0
Hungary,HUN,2014,141078984816.675,6.98,100.0
Iceland,ISL,2014,17867662177.8911,3.16,100.0
Indonesia,IDN,2014,890814755233.225,0.94,97.0100021362305
Ireland,IRL,2014,258969649063.72,2.57,100.0
Isle of Man,IMN,2014,7708834951.45631,2.935894736842105,100.0
Italy,ITA,2014,2162009615996.54,3.21,100.0
Japan,JPN,2014,4896994405353.29,13.21,100.0
Kazakhstan,KAZ,2014,221415572819.5,6.06,100.0
Kiribati,KIR,2014,177862310.350122,2.935894736842105,83.4539489746094
"Korea, Dem. People's Rep.",PRK,2014,477131996998.1093,2.935894736842105,38.3261299133301
"Korea, Rep.",KOR,2014,1484318219633.63,11.59,100.0
Kosovo,XKX,2014,7074657898.23303,2.935894736842105,99.6800003051758
Kyrgyz Republic,KGZ,2014,7468096566.71158,4.41,99.8000030517578
Lao PDR,LAO,2014,13279248478.8161,2.935894736842105,83.1340408325195
Latvia,LVA,2014,31386896487.0407,5.66,100.0
Liechtenstein,LIE,2014,6657170923.37918,2.935894736842105,100.0
Lithuania,LTU,2014,48533659592.1728,7.26,100.0
Luxembourg,LUX,2014,68804811897.6445,5.05,100.0
"Macao SAR, China",MAC,2014,54903031137.7096,2.935894736842105,100.0
Malaysia,MYS,2014,338061963396.376,2.935894736842105,99.6509399414063
Marshall Islands,MHL,2014,182142800.0,2.935894736842105,91.8208770751953
"Micronesia, Fed. Sts.",FSM,2014,319271200.0,2.935894736842105,72.0532455444336
Moldova,MDA,2014,9510198961.57287,5.66,100.0
Monaco,MCO,2014,7069616048.89066,2.935894736842105,100.0
Mongolia,MNG,2014,12226514722.0861,2.935894736842105,87.0788269042969
Montenegro,MNE,2014,4593852089.0956,3.93,97.6999969482422
Myanmar,MMR,2014,63264892768.3726,2.935894736842105,52.0
Nauru,NRU,2014,104654365.188653,2.935894736842105,99.3377914428711
Netherlands,NLD,2014,892167986713.722,2.935894736842105,100.0
