CountryName,CountryCode,Year,GDP
Azerbaijan,AZE,2017,40865558912.3867
Belarus,BLR,2017,54726595249.1849
Belgium,BEL,2017,502764720556.354
Bosnia and Herzegovina,BIH,2017,18079076426.8667
Brunei Darussalam,BRN,2017,12128104859.1498
Bulgaria,BGR,2017,59199447421.4924
Cambodia,KHM,2017,22177200511.5811
Channel Islands,CHI,2017,477738669095.3345
China,CHN,2017,12310409370894.2
Croatia,HRV,2017,56214427431.2
Cyprus,CYP,2017,22870833709.8961
Czechia,CZE,2017,218628940951.675
Denmark,DNK,2017,332121063806.391
Estonia,EST,2017,26924385103.0659
Faroe Islands,FRO,2017,2969876872.28339
Fiji,FJI,2017,5353404422.08138
Finland,FIN,2017,255647979916.471
France,FRA,2017,2595151045197.65
French Polynesia,PYF,2017,5833351477.8985
Georgia,GEO,2017,16242916915.7203
Germany,DEU,2017,3690849152517.65
Gibraltar,GIB,2017,477738669095.3345
Greece,GRC,2017,199844406013.531
Greenland,GRL,2017,2851610655.92391
Guam,GUM,2017,6013000000.0
"Hong Kong SAR, China",HKG,2017,341273289534.466
Hungary,HUN,2017,143136245596.988
Iceland,ISL,2017,24728285177.4603
Indonesia,IDN,2017,1015618742565.81
Ireland,IRL,2017,335430829594.026
Isle of Man,IMN,2017,6979581724.58172
Italy,ITA,2017,1961796197354.36
Japan,JPN,2017,4930837369151.42
Kazakhstan,KAZ,2017,166805800595.704
Kiribati,KIR,2017,188192060.085837
"Korea, Dem. People's Rep.",PRK,2017,477738669095.3345
"Korea, Rep.",KOR,2017,1623901496835.79
Kosovo,XKX,2017,7180813375.50836
Kyrgyz Republic,KGZ,2017,7702934800.12836
Lao PDR,LAO,2017,17071162084.4067
Latvia,LVA,2017,30483806017.8318
Liechtenstein,LIE,2017,6474256118.61481
Lithuania,LTU,2017,47758736931.7801
Luxembourg,LUX,2017,65712180342.9836
"Macao SAR, China",MAC,2017,50440941938.6992
Malaysia,MYS,2017,319112136545.438
Marshall Islands,MHL,2017,213204100.0
"Micronesia, Fed. Sts.",FSM,2017,366666800.0
Moldova,MDA,2017,9669741744.22001
Monaco,MCO,2017,6431314957.07185
Mongolia,MNG,2017,11480847745.3187
Montenegro,MNE,2017,4856602178.63417
Myanmar,MMR,2017,61449392056.1488
Nauru,NRU,2017,109359680.217211
Netherlands,NLD,2017,833869641687.06
New Caledonia,NCL,2017,9173668102.13844
New Zealand,NZL,2017,206623758800.159
North Macedonia,MKD,2017,11307058382.3435
Northern Mariana Islands,MNP,2017,1560000000.0
Norway,NOR,2017,398393955268.99
Palau,PLW,2017,285300000.0
Papua New Guinea,PNG,2017,22742613553.6879
Philippines,PHL,2017,328480867142.69
Poland,POL,2017,526508877305.321
Portugal,PRT,2017,221357874718.93
Romania,ROU,2017,211695422578.655
Russian Federation,RUS,2017,1574199387070.9
Samoa,WSM,2017,832025556.081401
San Marino,SMR,2017,1528630704.92544
Serbia,SRB,2017,44179055279.8887
Singapore,SGP,2017,343193352161.634
Slovak Republic,SVK,2017,95393515077.7472
Slovenia,SVN,2017,48589100043.0954
Solomon Islands,SLB,2017,1483793468.06299
Spain,ESP,2017,1312539279462.36
Sweden,SWE,2017,541018749769.097
Switzerland,CHE,2017,704478516963.855
Tajikistan,TJK,2017,7536439875.08334
Thailand,THA,2017,456356961443.497
Timor-Leste,TLS,2017,1615609700.0
Tonga,TON,2017,460379144.989821
Turkiye,TUR,2017,858996263095.858
Turkmenistan,TKM,2017,37926285714.2857
Tuvalu,TUV,2017,45217657.8786021
Ukraine,UKR,2017,112090530368.543
United Kingdom,GBR,2017,2699016715111.39
Uzbekistan,UZB,2017,62081323299.0324
Vanuatu,VUT,2017,880062103.045053
Vietnam,VNM,2017,281353402175.236
Albania,ALB,2018,15156432309.8977
American Samoa,ASM,2018,639000000.0
Andorra,AND,2018,3218419896.9641
Armenia,ARM,2018,12457941907.0333
Australia,AUS,2018,1428529571351.06
Austria,AUT,2018,455168151938.941
Azerbaijan,AZE,2018,47112941176.4706
Belarus,BLR,2018,60031262269.3365
Belgium,BEL,2018,543347368038.353
Bosnia and Herzegovina,BIH,2018,20177422311.0773
Brunei Darussalam,BRN,2018,13567351175.0315
Bulgaria,BGR,2018,66363422450.2112
Cambodia,KHM,2018,24571753583.4922
Channel Islands,CHI,2018,516462792789.9664
China,CHN,2018,13894817549380.3
Croatia,HRV,2018,62247874948.8225
Cyprus,CYP,2018,25522671232.8767
Czechia,CZE,2018,248950103352.137
Denmark,DNK,2018,356841216410.068
Estonia,EST,2018,30489500904.8564
Faroe Islands,FRO,2018,3180074747.41076
Fiji,FJI,2018,5581371850.14851
Finland,FIN,2018,275715087494.902
France,FRA,2018,2790956878746.66
French Polynesia,PYF,2018,6135117589.07754
Georgia,GEO,2018,17596922469.9152
Germany,DEU,2018,3977289455388.23
Gibraltar,GIB,2018,516462792789.9664
Greece,GRC,2018,212049447242.111
Greenland,GRL,2018,3055791340.7025
Guam,GUM,2018,6060000000.0
"Hong Kong SAR, China",HKG,2018,361731070995.726
Hungary,HUN,2018,160586833778.457
Iceland,ISL,2018,26267063757.5495
Indonesia,IDN,2018,1042271531011.99
Ireland,IRL,2018,385041711506.234
Isle of Man,IMN,2018,7491969312.87525
Italy,ITA,2018,2091932426266.98
Japan,JPN,2018,5037835383110.97
Kazakhstan,KAZ,2018,179339994859.384
Kiribati,KIR,2018,196230573.819486
"Korea, Dem. People's Rep.",PRK,2018,516462792789.9664
"Korea, Rep.",KOR,2018,1724845615629.26
Kosovo,XKX,2018,7878508502.59802
Kyrgyz Republic,KGZ,2018,8271108638.39931
Lao PDR,LAO,2018,18141651381.3884
Latvia,LVA,2018,34429023435.0211
Liechtenstein,LIE,2018,6692504346.04765
Lithuania,LTU,2018,53750911865.687
Luxembourg,LUX,2018,71285019397.4133
"Macao SAR, China",MAC,2018,55284360483.1217
Malaysia,MYS,2018,358791513221.482
Marshall Islands,MHL,2018,221588900.0
"Micronesia, Fed. Sts.",FSM,2018,401932300.0
Moldova,MDA,2018,11457443185.0542
Monaco,MCO,2018,7194024563.06094
Mongolia,MNG,2018,13178094459.4548
Montenegro,MNE,2018,5506944403.30186
Myanmar,MMR,2018,67144725830.5753
Nauru,NRU,2018,124021393.690412
Netherlands,NLD,2018,914043438179.607
New Caledonia,NCL,2018,9846922416.14776
New Zealand,NZL,2018,211953111035.513
North Macedonia,MKD,2018,12683070061.4695
Northern Mariana Islands,MNP,2018,1302000000.0
Norway,NOR,2018,436999692591.454
Palau,PLW,2018,284700000.0
Papua New Guinea,PNG,2018,24109509852.7402
Philippines,PHL,2018,346842094175.24
Poland,POL,2018,587411745161.558
Portugal,PRT,2018,242313116577.967
Romania,ROU,2018,241457403085.042
Russian Federation,RUS,2018,1657329646183.62
Samoa,WSM,2018,821286938.902743
San Marino,SMR,2018,1655300897.49646
Serbia,SRB,2018,50640650221.4622
Singapore,SGP,2018,376998146500.593
Slovak Republic,SVK,2018,105612792516.582
Slovenia,SVN,2018,54163591695.32
Solomon Islands,SLB,2018,1574622018.23326
Spain,ESP,2018,1420994142512.16
Sweden,SWE,2018,555455371487.089
Switzerland,CHE,2018,735539301552.674
Tajikistan,TJK,2018,7765014424.33779
Thailand,THA,2018,506754616189.315
Timor-Leste,TLS,2018,1583876200.0
Tonga,TON,2018,489235527.395387
Turkiye,TUR,2018,778471901665.148
Turkmenistan,TKM,2018,40765428571.4286
Tuvalu,TUV,2018,47818290.4961148
Ukraine,UKR,2018,130891049796.879
United Kingdom,GBR,2018,2900791442554.06
Uzbekistan,UZB,2018,52633143808.1824
Vanuatu,VUT,2018,914736985.430944
Vietnam,VNM,2018,308702086757.617
Albania,ALB,2019,15401830754.0773
American Samoa,ASM,2019,648000000.0
Andorra,AND,2019,3155149347.80639
Armenia,ARM,2019,13619291361.2814
Australia,AUS,2019,1391952510370.48
Austria,AUT,2019,445011872704.47
Azerbaijan,AZE,2019,48174235294.1176
Belarus,BLR,2019,64409647193.8044
Belgium,BEL,2019,535376258146.666
Bosnia and Herzegovina,BIH,2019,20201323282.5451
Brunei Darussalam,BRN,2019,13469422958.5105
Bulgaria,BGR,2019,68915416141.9576
Cambodia,KHM,2019,27089389786.979
Channel Islands,CHI,2019,519179760450.58124
China,CHN,2019,14279937500608.0
Croatia,HRV,2019,62246206340.5469
Cyprus,CYP,2019,25758357774.5438
Czechia,CZE,2019,252498032247.163
Denmark,DNK,2019,347561349210.979
Estonia,EST,2019,31045591753.4901
Faroe Islands,FRO,2019,3268839775.69197
Fiji,FJI,2019,5496264765.78411
Finland,FIN,2019,268508200125.49
France,FRA,2019,2728870246705.88
French Polynesia,PYF,2019,6008055247.77908
Georgia,GEO,2019,17470436258.5131
Germany,DEU,2019,3888326788627.44
Gibraltar,GIB,2019,519179760450.58124
Greece,GRC,2019,205144152830.847
Greenland,GRL,2019,2994332323.74726
Guam,GUM,2019,6364000000.0
"Hong Kong SAR, China",HKG,2019,363052489184.395
Hungary,HUN,2019,163526491433.29
Iceland,ISL,2019,24857740445.0401
Indonesia,IDN,2019,1119099868265.25
Ireland,IRL,2019,399122063504.148
Isle of Man,IMN,2019,7315388052.08067
Italy,ITA,2019,2011285742552.15
Japan,JPN,2019,5123318151510.62
Kazakhstan,KAZ,2019,181667190075.541
Kiribati,KIR,2019,177935349.322211
"Korea, Dem. People's Rep.",PRK,2019,519179760450.58124
"Korea, Rep.",KOR,2019,1651422932447.77
Kosovo,XKX,2019,7899879086.43081
Kyrgyz Republic,KGZ,2019,8871026074.19762
Lao PDR,LAO,2019,18740559554.1632
Latvia,LVA,2019,34308783825.3019
Liechtenstein,LIE,2019,6427248943.44939
Lithuania,LTU,2019,54697379017.3332
Luxembourg,LUX,2019,70195715495.5136
"Macao SAR, China",MAC,2019,55204758069.5124
Malaysia,MYS,2019,365276379480.99
Marshall Islands,MHL,2019,239462200.0
"Micronesia, Fed. Sts.",FSM,2019,412479413.362129
Moldova,MDA,2019,11971345002.7757
Monaco,MCO,2019,7383745662.15157
Mongolia,MNG,2019,14206359006.8095
Montenegro,MNE,2019,5542201150.91048
Myanmar,MMR,2019,68697759361.231
Nauru,NRU,2019,118724073.809183
Netherlands,NLD,2019,910194347568.626
New Caledonia,NCL,2019,9438130987.37298
New Zealand,NZL,2019,213434571357.984
North Macedonia,MKD,2019,12606338448.547
Northern Mariana Islands,MNP,2019,1182000000.0
Norway,NOR,2019,404941363636.364
Palau,PLW,2019,274200000.0
Papua New Guinea,PNG,2019,24751344560.8856
Philippines,PHL,2019,376823278561.196
Poland,POL,2019,597280564671.563
Portugal,PRT,2019,239986922638.902
Romania,ROU,2019,249881592298.072
Russian Federation,RUS,2019,1693113904262.89
Samoa,WSM,2019,852007104.660046
San Marino,SMR,2019,1616231696.0486
Serbia,SRB,2019,51514222381.8428
Singapore,SGP,2019,375472731271.075
Slovak Republic,SVK,2019,105284375640.698
Slovenia,SVN,2019,54178877605.9999
Solomon Islands,SLB,2019,1570093229.25588
Spain,ESP,2019,1393046093137.25
Sweden,SWE,2019,533879529188.454
Switzerland,CHE,2019,731767398052.879
Tajikistan,TJK,2019,8300784856.87904
Thailand,THA,2019,544081056184.697
Timor-Leste,TLS,2019,2047931700.0
Tonga,TON,2019,512350059.421629
Turkiye,TUR,2019,761004425605.414
Turkmenistan,TKM,2019,45231428571.4286
Tuvalu,TUV,2019,54223149.1136601
Ukraine,UKR,2019,153882982016.281
United Kingdom,GBR,2019,2878673912414.44
Uzbekistan,UZB,2019,59907674027.4676
Vanuatu,VUT,2019,936526267.622513
Vietnam,VNM,2019,330391329475.734
Albania,ALB,2020,15131866270.5936
American Samoa,ASM,2020,709000000.0
Andorra,AND,2020,2891001149.3611
Armenia,ARM,2020,12641209802.112
Australia,AUS,2020,1327836171068.51
Austria,AUT,2020,433258467676.515
Azerbaijan,AZE,2020,42693000000.0
Belarus,BLR,2020,61489588894.8211
Belgium,BEL,2020,521676942134.632
Bosnia and Herzegovina,BIH,2020,19955120004.6604
Brunei Darussalam,BRN,2020,12005825769.5087
Bulgaria,BGR,2020,69889347433.4324
Cambodia,KHM,2020,25872798012.1938
Channel Islands,CHI,2020,510457827366.1272
China,CHN,2020,14687673892882.0
Croatia,HRV,2020,57203783203.0259
Cyprus,CYP,2020,24692095945.1742
Czechia,CZE,2020,245339322066.759
Denmark,DNK,2020,356084867685.639
Estonia,EST,2020,30650285471.7215
Faroe Islands,FRO,2020,3240759988.99453
Fiji,FJI,2020,4574413823.31243
Finland,FIN,2020,271836962949.417
France,FRA,2020,2630317731455.26
French Polynesia,PYF,2020,5669368717.20724
Georgia,GEO,2020,15842922532.7202
Germany,DEU,2020,3846413928653.71
Gibraltar,GIB,2020,510457827366.1272
Greece,GRC,2020,188835201625.91
Greenland,GRL,2020,3075968328.69677
Guam,GUM,2020,5844000000.0
"Hong Kong SAR, China",HKG,2020,344881400505.337
Hungary,HUN,2020,156743134665.959
Iceland,ISL,2020,21718075725.2054
Indonesia,IDN,2020,1058688935454.78
Ireland,IRL,2020,425888950992.003
Isle of Man,IMN,2020,510457827366.1272
Italy,ITA,2020,1892574064222.11
Japan,JPN,2020,5040107754084.11
Kazakhstan,KAZ,2020,171082379532.988
Kiribati,KIR,2020,180911843.644622
"Korea, Dem. People's Rep.",PRK,2020,510457827366.1272
"Korea, Rep.",KOR,2020,1637895802792.9
Kosovo,XKX,2020,7716925356.12536
Kyrgyz Republic,KGZ,2020,7780874536.66054
Lao PDR,LAO,2020,18981800705.0794
Latvia,LVA,2020,33645460617.239
Liechtenstein,LIE,2020,510457827366.1272
Lithuania,LTU,2020,56546957475.4912
Luxembourg,LUX,2020,73353132793.7076
"Macao SAR, China",MAC,2020,25586111076.3415
Malaysia,MYS,2020,337006023789.699
Marshall Islands,MHL,2020,244462400.0
"Micronesia, Fed. Sts.",FSM,2020,407515927.98229
Moldova,MDA,2020,11859730543.5525
Monaco,MCO,2020,6816219303.25528
Mongolia,MNG,2020,13312981594.573
Montenegro,MNE,2020,4780722121.96227
Myanmar,MMR,2020,78930257227.0908
Nauru,NRU,2020,114626625.553023
Netherlands,NLD,2020,913865395789.886
New Caledonia,NCL,2020,9435529927.2471
New Zealand,NZL,2020,211734532308.013
North Macedonia,MKD,2020,12116981815.2261
Northern Mariana Islands,MNP,2020,510457827366.1272
Norway,NOR,2020,362198318435.26
Palau,PLW,2020,257700000.0
Papua New Guinea,PNG,2020,24667052023.1214
Philippines,PHL,2020,361751116292.541
Poland,POL,2020,596624355719.671
Portugal,PRT,2020,228539245045.341
Romania,ROU,2020,249511333647.502
Russian Federation,RUS,2020,1488321875489.74
Samoa,WSM,2020,807147527.615094
San Marino,SMR,2020,1544713784.67671
Serbia,SRB,2020,53335016425.4148
Singapore,SGP,2020,345295933898.674
Slovak Republic,SVK,2020,105172564491.569
Slovenia,SVN,2020,53589609580.7099
Solomon Islands,SLB,2020,1545888426.23031
Spain,ESP,2020,1281484640043.58
Sweden,SWE,2020,541487151474.557
Switzerland,CHE,2020,752248045730.11
Tajikistan,TJK,2020,8133996647.90397
Thailand,THA,2020,499681757030.968
Timor-Leste,TLS,2020,1902156800.0
Tonga,TON,2020,488829964.070819
Turkiye,TUR,2020,719954821683.31
Turkmenistan,TKM,2020,510457827366.1272
Tuvalu,TUV,2020,55054710.6186773
Ukraine,UKR,2020,156617861448.576
United Kingdom,GBR,2020,2756900214107.32
Uzbekistan,UZB,2020,59894305352.8955
Vanuatu,VUT,2020,896827873.114925
Vietnam,VNM,2020,343242570827.351
Albania,ALB,2021,18260043499.8068
American Samoa,ASM,2021,579043516577.722
Andorra,AND,2021,3329910723.76078
Armenia,ARM,2021,13861183873.5931
Australia,AUS,2021,1542659899992.54
Austria,AUT,2021,477082467454.295
Azerbaijan,AZE,2021,54622176470.5882
Belarus,BLR,2021,68218816484.1226
Belgium,BEL,2021,599879025377.51
Bosnia and Herzegovina,BIH,2021,22571512867.2816
Brunei Darussalam,BRN,2021,14006569575.68
Bulgaria,BGR,2021,80271119426.1076
Cambodia,KHM,2021,26961061119.7957
Channel Islands,CHI,2021,579043516577.722
China,CHN,2021,17734062645371.4
Croatia,HRV,2021,67837788543.5852
Cyprus,CYP,2021,27719337670.0177
Czechia,CZE,2021,282340849856.614
Denmark,DNK,2021,397104343478.301
Estonia,EST,2021,36262924353.6041
Faroe Islands,FRO,2021,579043516577.722
Fiji,FJI,2021,4592118709.55279
Finland,FIN,2021,299155237589.142
France,FRA,2021,2937472757953.44
French Polynesia,PYF,2021,579043516577.722
Georgia,GEO,2021,18700241392.1575
Germany,DEU,2021,4223116205968.92
Gibraltar,GIB,2021,579043516577.722
Greece,GRC,2021,216240589485.256
Greenland,GRL,2021,579043516577.722
Guam,GUM,2021,579043516577.722
"Hong Kong SAR, China",HKG,2021,368139247671.487
Hungary,HUN,2021,182280517581.212
Iceland,ISL,2021,25458933915.8742
Indonesia,IDN,2021,1186092991320.04
Ireland,IRL,2021,498559576714.721
Isle of Man,IMN,2021,579043516577.722
Italy,ITA,2021,2099880198258.88
Japan,JPN,2021,4937421880461.55
Kazakhstan,KAZ,2021,190814274226.211
Kiribati,KIR,2021,579043516577.722
"Korea, Dem. People's Rep.",PRK,2021,579043516577.722
"Korea, Rep.",KOR,2021,1798533915091.14
Kosovo,XKX,2021,9007159195.74216
Kyrgyz Republic,KGZ,2021,8543423502.6134
Lao PDR,LAO,2021,18827148530.0151
Latvia,LVA,2021,38872546228.5653
Liechtenstein,LIE,2021,579043516577.722
Lithuania,LTU,2021,65503849704.5997
Luxembourg,LUX,2021,86710803337.0994
"Macao SAR, China",MAC,2021,29905190181.75
Malaysia,MYS,2021,372701358820.264
Marshall Islands,MHL,2021,248665600.0
"Micronesia, Fed. Sts.",FSM,2021,404178049.753978
Moldova,MDA,2021,13679221333.2052
Monaco,MCO,2021,579043516577.722
Mongolia,MNG,2021,15098022828.6106
Montenegro,MNE,2021,5809170961.78285
Myanmar,MMR,2021,65067808984.6792
Nauru,NRU,2021,133218896.932607
Netherlands,NLD,2021,1018007056949.6
New Caledonia,NCL,2021,579043516577.722
New Zealand,NZL,2021,249991512236.526
North Macedonia,MKD,2021,13879269151.5718
Northern Mariana Islands,MNP,2021,579043516577.722
Norway,NOR,2021,482437019790.454
Palau,PLW,2021,579043516577.722
Papua New Guinea,PNG,2021,26594277245.782
Philippines,PHL,2021,394086419343.056
Poland,POL,2021,674048266397.369
Portugal,PRT,2021,249886464354.752
Romania,ROU,2021,284087563695.798
Russian Federation,RUS,2021,1775799919352.98
Samoa,WSM,2021,788389971.603065
San Marino,SMR,2021,579043516577.722
Serbia,SRB,2021,63068134601.1254
Singapore,SGP,2021,396986899888.351
Slovak Republic,SVK,2021,114870706410.165
Slovenia,SVN,2021,61526331889.499
Solomon Islands,SLB,2021,1645213881.62016
Spain,ESP,2021,1425276586282.92
Sweden,SWE,2021,627437898887.29
Switzerland,CHE,2021,812866928867.47
Tajikistan,TJK,2021,8746270636.40142
Thailand,THA,2021,505981655622.305
Timor-Leste,TLS,2021,1959134743.83541
Tonga,TON,2021,579043516577.722
Turkiye,TUR,2021,815271751724.423
Turkmenistan,TKM,2021,579043516577.722
Tuvalu,TUV,2021,63100961.5384615
Ukraine,UKR,2021,200085537744.354
United Kingdom,GBR,2021,3186859739185.02
Uzbekistan,UZB,2021,69238903106.1738
Vanuatu,VUT,2021,983469256.849629
Vietnam,VNM,2021,362637524070.969
