CountryName,CountryCode,Year,ATE
Greenland,GRL,2012,100.0
Guam,GUM,2012,100.0
"Hong Kong SAR, China",HKG,2012,100.0
Hungary,HUN,2012,100.0
Iceland,ISL,2012,100.0
Indonesia,IDN,2012,96.0
Ireland,IRL,2012,100.0
Isle of Man,IMN,2012,100.0
Italy,ITA,2012,100.0
Japan,JPN,2012,100.0
Kazakhstan,KAZ,2012,100.0
Kiribati,KIR,2012,76.6912612915039
"Korea, Dem. People's Rep.",PRK,2012,33.7508888244629
"Korea, Rep.",KOR,2012,100.0
Kosovo,XKX,2012,99.75
Kyrgyz Republic,KGZ,2012,99.8000030517578
Lao PDR,LAO,2012,76.3666305541992
Latvia,LVA,2012,100.0
Liechtenstein,LIE,2012,100.0
Lithuania,LTU,2012,100.0
Luxembourg,LUX,2012,100.0
"Macao SAR, China",MAC,2012,100.0
Malaysia,MYS,2012,99.8000030517578
Marshall Islands,MHL,2012,90.5608062744141
"Micronesia, Fed. Sts.",FSM,2012,68.4323654174805
Moldova,MDA,2012,100.0
Monaco,MCO,2012,100.0
Mongolia,MNG,2012,84.4836120605469
Montenegro,MNE,2012,100.0
Myanmar,MMR,2012,55.1679344177246
Nauru,NRU,2012,99.2164459228516
Netherlands,NLD,2012,100.0
New Caledonia,NCL,2012,100.0
New Zealand,NZL,2012,100.0
North Macedonia,MKD,2012,100.0
Northern Mariana Islands,MNP,2012,100.0
Norway,NOR,2012,100.0
Palau,PLW,2012,97.6304244995117
Papua New Guinea,PNG,2012,35.2758865356445
Philippines,PHL,2012,87.0800018310547
Poland,POL,2012,100.0
Portugal,PRT,2012,100.0
Romania,ROU,2012,100.0
Russian Federation,RUS,2012,100.0
Samoa,WSM,2012,96.8269348144531
San Marino,SMR,2012,100.0
Serbia,SRB,2012,100.0
Singapore,SGP,2012,100.0
Slovak Republic,SVK,2012,100.0
Slovenia,SVN,2012,100.0
Solomon Islands,SLB,2012,42.5742111206055
Spain,ESP,2012,100.0
Sweden,SWE,2012,100.0
Switzerland,CHE,2012,100.0
Tajikistan,TJK,2012,99.0999984741211
Thailand,THA,2012,99.1086273193359
Timor-Leste,TLS,2012,55.8999557495117
Tonga,TON,2012,92.8000030517578
Turkiye,TUR,2012,100.0
Turkmenistan,TKM,2012,99.8958358764648
Tuvalu,TUV,2012,97.6717758178711
Ukraine,UKR,2012,99.8674926757813
United Kingdom,GBR,2012,100.0
Uzbekistan,UZB,2012,99.9898223876953
Vanuatu,VUT,2012,43.7895278930664
Vietnam,VNM,2012,97.8899993896484
Albania,ALB,2013,100.0
American Samoa,ASM,2013,93.49217613621762
Andorra,AND,2013,100.0
Armenia,ARM,2013,99.4199981689453
Australia,AUS,2013,100.0
Austria,AUT,2013,100.0
Azerbaijan,AZE,2013,100.0
Belarus,BLR,2013,100.0
Belgium,BEL,2013,100.0
Bosnia and Herzegovina,BIH,2013,99.5
Brunei Darussalam,BRN,2013,100.0
Bulgaria,BGR,2013,100.0
Cambodia,KHM,2013,57.5736961364746
Channel Islands,CHI,2013,100.0
China,CHN,2013,99.9964447021484
Croatia,HRV,2013,100.0
Cyprus,CYP,2013,100.0
Czechia,CZE,2013,100.0
Denmark,DNK,2013,100.0
Estonia,EST,2013,100.0
Faroe Islands,FRO,2013,100.0
Fiji,FJI,2013,91.75
Finland,FIN,2013,100.0
France,FRA,2013,100.0
French Polynesia,PYF,2013,100.0
Georgia,GEO,2013,100.0
Germany,DEU,2013,100.0
Gibraltar,GIB,2013,100.0
Greece,GRC,2013,100.0
Greenland,GRL,2013,100.0
Guam,GUM,2013,100.0
"Hong Kong SAR, China",HKG,2013,100.0
Hungary,HUN,2013,100.0
Iceland,ISL,2013,100.0
Indonesia,IDN,2013,96.4642562866211
Ireland,IRL,2013,100.0
Isle of Man,IMN,2013,100.0
Italy,ITA,2013,100.0
Japan,JPN,2013,100.0
Kazakhstan,KAZ,2013,100.0
Kiribati,KIR,2013,78.9310607910156
"Korea, Dem. People's Rep.",PRK,2013,36.0296058654785
"Korea, Rep.",KOR,2013,100.0
Kosovo,XKX,2013,99.75
Kyrgyz Republic,KGZ,2013,98.9300003051758
Lao PDR,LAO,2013,79.5762557983398
Latvia,LVA,2013,100.0
Liechtenstein,LIE,2013,100.0
Lithuania,LTU,2013,100.0
Luxembourg,LUX,2013,100.0
"Macao SAR, China",MAC,2013,100.0
Malaysia,MYS,2013,99.6044464111328
Marshall Islands,MHL,2013,91.1968536376953
"Micronesia, Fed. Sts.",FSM,2013,70.2488174438477
Moldova,MDA,2013,100.0
Monaco,MCO,2013,100.0
Mongolia,MNG,2013,81.1999969482422
Montenegro,MNE,2013,99.6999969482422
Myanmar,MMR,2013,56.3492736816406
Nauru,NRU,2013,99.2682113647461
Netherlands,NLD,2013,100.0
New Caledonia,NCL,2013,100.0
New Zealand,NZL,2013,100.0
North Macedonia,MKD,2013,100.0
Northern Mariana Islands,MNP,2013,100.0
Norway,NOR,2013,100.0
Palau,PLW,2013,99.0532302856445
Papua New Guinea,PNG,2013,37.6542854309082
Philippines,PHL,2013,87.5
Poland,POL,2013,100.0
Portugal,PRT,2013,100.0
Romania,ROU,2013,100.0
Russian Federation,RUS,2013,100.0
Samoa,WSM,2013,97.4165344238281
San Marino,SMR,2013,100.0
Serbia,SRB,2013,99.9199981689453
Singapore,SGP,2013,100.0
Slovak Republic,SVK,2013,100.0
Slovenia,SVN,2013,100.0
Solomon Islands,SLB,2013,44.7000007629395
Spain,ESP,2013,100.0
Sweden,SWE,2013,100.0
Switzerland,CHE,2013,100.0
Tajikistan,TJK,2013,98.8635482788086
Thailand,THA,2013,99.4405746459961
Timor-Leste,TLS,2013,59.1623764038086
Tonga,TON,2013,94.9836654663086
Turkiye,TUR,2013,100.0
Turkmenistan,TKM,2013,99.9120941162109
Tuvalu,TUV,2013,97.4076766967773
Ukraine,UKR,2013,100.0
United Kingdom,GBR,2013,100.0
Uzbekistan,UZB,2013,99.9988708496094
Vanuatu,VUT,2013,31.7000007629395
Vietnam,VNM,2013,98.5549621582031
Albania,ALB,2014,99.9499969482422
American Samoa,ASM,2014,94.00627794767681
Andorra,AND,2014,100.0
Armenia,ARM,2014,99.7099990844727
Australia,AUS,2014,100.0
Austria,AUT,2014,100.0
Azerbaijan,AZE,2014,100.0
Belarus,BLR,2014,100.0
Belgium,BEL,2014,100.0
Bosnia and Herzegovina,BIH,2014,100.0
Brunei Darussalam,BRN,2014,100.0
Bulgaria,BGR,2014,100.0
Cambodia,KHM,2014,56.0999984741211
Channel Islands,CHI,2014,100.0
China,CHN,2014,100.0
Croatia,HRV,2014,100.0
Cyprus,CYP,2014,100.0
Czechia,CZE,2014,100.0
Denmark,DNK,2014,100.0
Estonia,EST,2014,100.0
Faroe Islands,FRO,2014,100.0
Fiji,FJI,2014,93.7866058349609
Finland,FIN,2014,100.0
France,FRA,2014,100.0
French Polynesia,PYF,2014,100.0
Georgia,GEO,2014,100.0
Germany,DEU,2014,100.0
Gibraltar,GIB,2014,100.0
Greece,GRC,2014,100.0
Greenland,GRL,2014,100.0
Guam,GUM,2014,100.0
"Hong Kong SAR, China",HKG,2014,100.0
Hungary,HUN,2014,100.0
Iceland,ISL,2014,100.0
Indonesia,IDN,2014,97.0100021362305
Ireland,IRL,2014,100.0
Isle of Man,IMN,2014,100.0
Italy,ITA,2014,100.0
Japan,JPN,2014,100.0
Kazakhstan,KAZ,2014,100.0
Kiribati,KIR,2014,83.4539489746094
"Korea, Dem. People's Rep.",PRK,2014,38.3261299133301
"Korea, Rep.",KOR,2014,100.0
Kosovo,XKX,2014,99.6800003051758
Kyrgyz Republic,KGZ,2014,99.8000030517578
Lao PDR,LAO,2014,83.1340408325195
Latvia,LVA,2014,100.0
Liechtenstein,LIE,2014,100.0
Lithuania,LTU,2014,100.0
Luxembourg,LUX,2014,100.0
"Macao SAR, China",MAC,2014,100.0
Malaysia,MYS,2014,99.6509399414063
Marshall Islands,MHL,2014,91.8208770751953
"Micronesia, Fed. Sts.",FSM,2014,72.0532455444336
Moldova,MDA,2014,100.0
Monaco,MCO,2014,100.0
Mongolia,MNG,2014,87.0788269042969
Montenegro,MNE,2014,97.6999969482422
Myanmar,MMR,2014,52.0
Nauru,NRU,2014,99.3377914428711
Netherlands,NLD,2014,100.0
New Caledonia,NCL,2014,100.0
New Zealand,NZL,2014,100.0
North Macedonia,MKD,2014,100.0
Northern Mariana Islands,MNP,2014,100.0
Norway,NOR,2014,100.0
Palau,PLW,2014,99.810302734375
Papua New Guinea,PNG,2014,40.0504913330078
Philippines,PHL,2014,89.7203674316406
Poland,POL,2014,100.0
Portugal,PRT,2014,100.0
Romania,ROU,2014,100.0
Russian Federation,RUS,2014,100.0
Samoa,WSM,2014,97.9000015258789
San Marino,SMR,2014,100.0
Serbia,SRB,2014,99.6607971191406
Singapore,SGP,2014,100.0
Slovak Republic,SVK,2014,100.0
Slovenia,SVN,2014,100.0
Solomon Islands,SLB,2014,50.3067588806152
Spain,ESP,2014,100.0
Sweden,SWE,2014,100.0
Switzerland,CHE,2014,100.0
Tajikistan,TJK,2014,98.9646224975586
Thailand,THA,2014,99.4619445800781
Timor-Leste,TLS,2014,62.4426078796387
Tonga,TON,2014,95.7897033691406
Turkiye,TUR,2014,100.0
Turkmenistan,TKM,2014,99.9351043701172
Tuvalu,TUV,2014,97.703857421875
Ukraine,UKR,2014,100.0
United Kingdom,GBR,2014,100.0
Uzbekistan,UZB,2014,100.0
Vanuatu,VUT,2014,49.057445526123
Vietnam,VNM,2014,99.1999969482422
Albania,ALB,2015,99.9800033569336
American Samoa,ASM,2015,94.5968779714484
Andorra,AND,2015,100.0
Armenia,ARM,2015,100.0
Australia,AUS,2015,100.0
Austria,AUT,2015,100.0
Azerbaijan,AZE,2015,100.0
Belarus,BLR,2015,100.0
Belgium,BEL,2015,100.0
Bosnia and Herzegovina,BIH,2015,99.6999969482422
Brunei Darussalam,BRN,2015,100.0
Bulgaria,BGR,2015,100.0
Cambodia,KHM,2015,64.9104232788086
Channel Islands,CHI,2015,100.0
China,CHN,2015,100.0
Croatia,HRV,2015,100.0
Cyprus,CYP,2015,100.0
Czechia,CZE,2015,100.0
Denmark,DNK,2015,100.0
Estonia,EST,2015,100.0
Faroe Islands,FRO,2015,100.0
Fiji,FJI,2015,95.1682434082031
Finland,FIN,2015,100.0
France,FRA,2015,100.0
French Polynesia,PYF,2015,100.0
Georgia,GEO,2015,100.0
Germany,DEU,2015,100.0
Gibraltar,GIB,2015,100.0
Greece,GRC,2015,100.0
Greenland,GRL,2015,100.0
Guam,GUM,2015,100.0
"Hong Kong SAR, China",HKG,2015,100.0
Hungary,HUN,2015,100.0
Iceland,ISL,2015,100.0
Indonesia,IDN,2015,97.5373687744141
Ireland,IRL,2015,100.0
Isle of Man,IMN,2015,100.0
Italy,ITA,2015,100.0
Japan,JPN,2015,100.0
Kazakhstan,KAZ,2015,100.0
Kiribati,KIR,2015,90.5581817626953
"Korea, Dem. People's Rep.",PRK,2015,40.6374969482422
"Korea, Rep.",KOR,2015,100.0
Kosovo,XKX,2015,99.8600006103516
Kyrgyz Republic,KGZ,2015,98.6900024414063
Lao PDR,LAO,2015,89.6999969482422
Latvia,LVA,2015,100.0
Liechtenstein,LIE,2015,100.0
Lithuania,LTU,2015,100.0
Luxembourg,LUX,2015,100.0
"Macao SAR, China",MAC,2015,100.0
Malaysia,MYS,2015,99.7788162231445
Marshall Islands,MHL,2015,92.5262756347656
"Micronesia, Fed. Sts.",FSM,2015,73.9390563964844
Moldova,MDA,2015,100.0
Monaco,MCO,2015,100.0
Mongolia,MNG,2015,88.4001770019531
Montenegro,MNE,2015,100.0
Myanmar,MMR,2015,60.5
Nauru,NRU,2015,99.0
Netherlands,NLD,2015,100.0
New Caledonia,NCL,2015,100.0
New Zealand,NZL,2015,100.0
North Macedonia,MKD,2015,100.0
Northern Mariana Islands,MNP,2015,100.0
Norway,NOR,2015,100.0
Palau,PLW,2015,99.3692398071289
Papua New Guinea,PNG,2015,42.8782196044922
Philippines,PHL,2015,89.0800018310547
Poland,POL,2015,100.0
Portugal,PRT,2015,100.0
Romania,ROU,2015,100.0
Russian Federation,RUS,2015,95.5
Samoa,WSM,2015,99.0670852661133
San Marino,SMR,2015,100.0
Serbia,SRB,2015,99.9000015258789
Singapore,SGP,2015,100.0
Slovak Republic,SVK,2015,100.0
Slovenia,SVN,2015,100.0
Solomon Islands,SLB,2015,55.0999984741211
Spain,ESP,2015,100.0
Sweden,SWE,2015,100.0
Switzerland,CHE,2015,100.0
Tajikistan,TJK,2015,98.0
Thailand,THA,2015,99.5999984741211
Timor-Leste,TLS,2015,67.2815322875977
Tonga,TON,2015,100.0
Turkiye,TUR,2015,100.0
Turkmenistan,TKM,2015,100.0
Tuvalu,TUV,2015,98.0148849487305
Ukraine,UKR,2015,100.0
United Kingdom,GBR,2015,100.0
Uzbekistan,UZB,2015,100.0
Vanuatu,VUT,2015,52.2051010131836
Vietnam,VNM,2015,99.8213043212891
Albania,ALB,2016,99.8899993896484
American Samoa,ASM,2016,95.04234984548468
Andorra,AND,2016,100.0
Armenia,ARM,2016,99.8000030517578
Australia,AUS,2016,100.0
Austria,AUT,2016,100.0
Azerbaijan,AZE,2016,100.0
Belarus,BLR,2016,100.0
Belgium,BEL,2016,100.0
Bosnia and Herzegovina,BIH,2016,100.0
Brunei Darussalam,BRN,2016,100.0
Bulgaria,BGR,2016,100.0
Cambodia,KHM,2016,69.5443115234375
Channel Islands,CHI,2016,100.0
China,CHN,2016,100.0
Croatia,HRV,2016,100.0
Cyprus,CYP,2016,100.0
Czechia,CZE,2016,100.0
Denmark,DNK,2016,100.0
Estonia,EST,2016,100.0
Faroe Islands,FRO,2016,100.0
Fiji,FJI,2016,96.5617446899414
Finland,FIN,2016,100.0
France,FRA,2016,100.0
French Polynesia,PYF,2016,100.0
Georgia,GEO,2016,100.0
Germany,DEU,2016,100.0
Gibraltar,GIB,2016,100.0
Greece,GRC,2016,100.0
Greenland,GRL,2016,100.0
Guam,GUM,2016,100.0
"Hong Kong SAR, China",HKG,2016,100.0
Hungary,HUN,2016,100.0
Iceland,ISL,2016,100.0
Indonesia,IDN,2016,97.620002746582
Ireland,IRL,2016,100.0
Isle of Man,IMN,2016,100.0
Italy,ITA,2016,100.0
Japan,JPN,2016,100.0
Kazakhstan,KAZ,2016,100.0
Kiribati,KIR,2016,92.7996139526367
"Korea, Dem. People's Rep.",PRK,2016,42.9607353210449
"Korea, Rep.",KOR,2016,100.0
Kosovo,XKX,2016,99.8000030517578
Kyrgyz Republic,KGZ,2016,99.7099990844727
Lao PDR,LAO,2016,90.5495300292969
Latvia,LVA,2016,100.0
Liechtenstein,LIE,2016,100.0
Lithuania,LTU,2016,100.0
Luxembourg,LUX,2016,100.0
"Macao SAR, China",MAC,2016,100.0
Malaysia,MYS,2016,99.9000015258789
Marshall Islands,MHL,2016,93.3688278198242
"Micronesia, Fed. Sts.",FSM,2016,75.9620132446289
Moldova,MDA,2016,100.0
Monaco,MCO,2016,100.0
Mongolia,MNG,2016,89.8384094238281
Montenegro,MNE,2016,100.0
Myanmar,MMR,2016,55.5999984741211
Nauru,NRU,2016,99.7128829956055
Netherlands,NLD,2016,100.0
New Caledonia,NCL,2016,100.0
New Zealand,NZL,2016,100.0
North Macedonia,MKD,2016,100.0
Northern Mariana Islands,MNP,2016,100.0
Norway,NOR,2016,100.0
Palau,PLW,2016,100.0
Papua New Guinea,PNG,2016,49.4000015258789
Philippines,PHL,2016,92.0665054321289
Poland,POL,2016,100.0
Portugal,PRT,2016,100.0
Romania,ROU,2016,99.0999984741211
Russian Federation,RUS,2016,100.0
Samoa,WSM,2016,99.623291015625
San Marino,SMR,2016,100.0
Serbia,SRB,2016,100.0
Singapore,SGP,2016,100.0
Slovak Republic,SVK,2016,100.0
Slovenia,SVN,2016,100.0
Solomon Islands,SLB,2016,58.3271942138672
Spain,ESP,2016,100.0
Sweden,SWE,2016,100.0
Switzerland,CHE,2016,100.0
Tajikistan,TJK,2016,99.2083129882813
Thailand,THA,2016,99.8499603271484
Timor-Leste,TLS,2016,76.5
Tonga,TON,2016,97.0199966430664
Turkiye,TUR,2016,100.0
Turkmenistan,TKM,2016,99.9898986816406
Tuvalu,TUV,2016,97.3000030517578
Ukraine,UKR,2016,100.0
United Kingdom,GBR,2016,100.0
Uzbekistan,UZB,2016,100.0
Vanuatu,VUT,2016,57.8199996948242
Vietnam,VNM,2016,99.1999969482422
Albania,ALB,2017,99.8899993896484
American Samoa,ASM,2017,95.66453821282637
Andorra,AND,2017,100.0
Armenia,ARM,2017,99.6999969482422
Australia,AUS,2017,100.0
Austria,AUT,2017,100.0
Azerbaijan,AZE,2017,100.0
Belarus,BLR,2017,100.0
Belgium,BEL,2017,100.0
Bosnia and Herzegovina,BIH,2017,100.0
Brunei Darussalam,BRN,2017,100.0
Bulgaria,BGR,2017,100.0
Cambodia,KHM,2017,89.0699996948242
Channel Islands,CHI,2017,100.0
China,CHN,2017,100.0
Croatia,HRV,2017,100.0
Cyprus,CYP,2017,100.0
Czechia,CZE,2017,100.0
Denmark,DNK,2017,100.0
Estonia,EST,2017,100.0
Faroe Islands,FRO,2017,100.0
Fiji,FJI,2017,96.0
Finland,FIN,2017,100.0
France,FRA,2017,100.0
French Polynesia,PYF,2017,100.0
Georgia,GEO,2017,100.0
Germany,DEU,2017,100.0
Gibraltar,GIB,2017,100.0
Greece,GRC,2017,100.0
Greenland,GRL,2017,100.0
Guam,GUM,2017,100.0
"Hong Kong SAR, China",HKG,2017,100.0
Hungary,HUN,2017,100.0
Iceland,ISL,2017,100.0
Indonesia,IDN,2017,98.1399993896484
Ireland,IRL,2017,100.0
Isle of Man,IMN,2017,100.0
Italy,ITA,2017,100.0
Japan,JPN,2017,100.0
Kazakhstan,KAZ,2017,100.0
Kiribati,KIR,2017,86.1764450073242
"Korea, Dem. People's Rep.",PRK,2017,45.2928771972656
"Korea, Rep.",KOR,2017,100.0
Kosovo,XKX,2017,99.8000030517578
Kyrgyz Republic,KGZ,2017,100.0
Lao PDR,LAO,2017,93.5999984741211
Latvia,LVA,2017,100.0
Liechtenstein,LIE,2017,100.0
Lithuania,LTU,2017,100.0
Luxembourg,LUX,2017,100.0
"Macao SAR, China",MAC,2017,100.0
Malaysia,MYS,2017,99.9524841308594
Marshall Islands,MHL,2017,94.2973480224609
"Micronesia, Fed. Sts.",FSM,2017,77.9439086914063
Moldova,MDA,2017,99.9800033569336
Monaco,MCO,2017,100.0
Mongolia,MNG,2017,92.512565612793
Montenegro,MNE,2017,100.0
Myanmar,MMR,2017,69.8148345947266
Nauru,NRU,2017,99.8700408935547
Netherlands,NLD,2017,100.0
New Caledonia,NCL,2017,100.0
New Zealand,NZL,2017,100.0
North Macedonia,MKD,2017,100.0
Northern Mariana Islands,MNP,2017,100.0
Norway,NOR,2017,100.0
Palau,PLW,2017,100.0
Papua New Guinea,PNG,2017,54.4000015258789
Philippines,PHL,2017,93.0
Poland,POL,2017,100.0
Portugal,PRT,2017,100.0
Romania,ROU,2017,100.0
Russian Federation,RUS,2017,100.0
Samoa,WSM,2017,96.8000030517578
San Marino,SMR,2017,100.0
Serbia,SRB,2017,100.0
Singapore,SGP,2017,100.0
Slovak Republic,SVK,2017,100.0
Slovenia,SVN,2017,100.0
Solomon Islands,SLB,2017,62.9000015258789
Spain,ESP,2017,100.0
Sweden,SWE,2017,100.0
Switzerland,CHE,2017,100.0
Tajikistan,TJK,2017,99.3000030517578
Thailand,THA,2017,99.9000015258789
Timor-Leste,TLS,2017,79.7789611816406
Tonga,TON,2017,98.361572265625
Turkiye,TUR,2017,100.0
Turkmenistan,TKM,2017,99.9962463378906
Tuvalu,TUV,2017,98.8538360595703
